school,exam,extract,question,choiceA,choiceB,choiceC,choiceD,choiceE,choiceF,choiceG,correct_answer,rationale,question_type,,image,url,wrong_answer
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Which of the following is an example of a therapeutic duplication?,Prescribing ibuprofen and acetaminophen together,Prescribing two different statins for cholesterol,Prescribing two different beta-blockers for hypertension,Prescribing two different ACE inhibitors for heart failure,,,,C,"Therapeutic duplication occurs when two drugs from the same therapeutic class are prescribed, increasing risk without added benefit. Two beta-blockers (C) for hypertension is a duplication. Ibuprofen and acetaminophen (A) are from different classes (NSAID and analgesic), as are statins (B) and ACE inhibitors (D), making C correct.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,"According to USP <797>, what is the maximum beyond-use date (BUD) for a low-risk level compounded sterile preparation (CSP) stored at controlled room temperature?",24 hours,48 hours,7 days,30 days,,,,B,"USP <797> specifies that a low-risk CSP stored at controlled room temperature (20-25°C) has a maximum BUD of 48 hours (B) to ensure sterility. Other durations (A, C, D) exceed this limit.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Which of the following is a common side effect of metformin?,Hyperglycemia,Lactic acidosis,Hypotension,Bradycardia,,,,B,"Metformin, used for diabetes, commonly causes lactic acidosis (B) as a rare but serious side effect, especially in renal impairment. Hyperglycemia (A) is the opposite of its effect, while Hypotension (C) and Bradycardia (D) are not typical, making B correct.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Which of the following is a beta-blocker?,Lisinopril,Metoprolol,Amlodipine,Furosemide,,,,B,"Metoprolol (B) is a beta-blocker used to treat hypertension and heart conditions by blocking adrenaline effects. Lisinopril (A) is an ACE inhibitor, Amlodipine (C) is a calcium channel blocker, and Furosemide (D) is a diuretic, making B correct.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,What is the primary function of the National Drug Code (NDC) number?,To determine the cost of a medication,"To identify a specific drug, strength, and package size",To track patient prescription history,To regulate drug manufacturing processes,,,,B,"The NDC number (B) uniquely identifies a drug, its strength, and package size for inventory and regulatory purposes. Options A, C, and D are not its primary functions.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Which of the following is a Schedule IV controlled substance?,Hydrocodone,Diazepam,Oxycodone,Morphine,,,,B,"Diazepam (B) is a Schedule IV controlled substance, a benzodiazepine with lower abuse potential. Hydrocodone (A), Oxycodone (C), and Morphine (D) are Schedule II, making B correct.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,A prescription calls for 30 mL of a 5% w/v solution. How many grams of active ingredient are required?,0.15,1.5,15,150,,,,B,"A 5% w/v solution means 5 g of active ingredient per 100 mL. For 30 mL, the calculation is (5 g/100 mL) X30 mL = 1.5 g. Thus, 1.5 g (B) is required. Other options (A, C, D) do not match this proportion.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Which of the following is a potential adverse effect of warfarin?,Hypoglycemia,Bleeding,Hypertension,Tachycardia,,,,B,"Warfarin, an anticoagulant, can cause bleeding (B) as a potential adverse effect due to its blood-thinning properties. Hypoglycemia (A), Hypertension (C), and Tachycardia (D) are not typical, making B correct.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,"According to USP <795>, what is the maximum beyond-use date (BUD) for a nonsterile compounded preparation with a short stability period, stored at room temperature?",14 days,30 days,60 days,90 days,,,,A,"USP <795> specifies a maximum BUD of 14 days (A) for nonsterile compounded preparations with short stability, stored at room temperature (20-25°C), unless stability data supports longer. Other durations (B, C, D) exceed this limit.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,"Which of the following auxiliary labels should be placed on prescription containers for anti-anxiety,antidepressant, and anticonvulsant medications?",Avoid dairy products,May cause discoloration of urine or feces,Take on an empty stomach,May cause drowsiness or dizziness,,,,D,"""May cause drowsiness or dizziness"" because anti-anxiety antidepressant and anticonvulsant medications often have sedative effects as a common side effect. This label warns patients about potential drowsiness or dizziness which can affect their ability to drive or operate machinery safely making it a critical warning for these medication classes.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Errors associated with which of the following products may be appropriately reported to ISMP MERP?,Varivax,M-M-R II,Gardasil 9,Topamax,,,,D,"""Topamax"" because ISMP (Institute for Safe Medication Practices) MERP (Medication Errors Reporting Program) is designed to report medication errors associated with prescription medications. Topamax (topiramate) is a prescription anticonvulsant drug whereas Varivax M-M-R II and Gardasil 9 are vaccines which are typically reported through different systems like VAERS (Vaccine Adverse Event Reporting System).",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,A pharmacy technician receives a prescription for guaifenesin DM 1 tsp PO q.i.d. x 10 days. The technician prints a label that reads: Guaifenesin Take 10 mL by mouth two times a day for 10 days. What is the total number of errors this label contains?,1,2,3,4,,,,B,2. The errors are: (1) The dosage unit is incorrect (1 tsp should be 5 mL but the label says 10 mL) and (2) The frequency is incorrect (q.i.d. means four times a day but the label says two times a day). The medication name and duration are correct so there are no additional errors.,regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,The technician is asked to use Tall Man lettering when making a bin label for a new product because:,this contributes to patient safety.,it is an FDA requirement.,all generic drug labels include this labeling.,it is only used for clinical trial products.,,,,A,"""this contributes to patient safety"" because Tall Man lettering (e.g. DOPamine vs. DOBUTamine) is used to highlight differences between look-alike drug names reducing the risk of medication errors and enhancing patient safety.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,If 30 g of 5% ointment is combined with 10 g of 40% ointment what is the percentage strength of the final product?,1.20%,5.50%,13.80%,18.00%,,,,C,13.8%. To calculate: Total weight = 30 g + 10 g = 40 g. Total active ingredient = (30 g X5%) + (10 g X40%) = 1.5 g + 4 g = 5.5 g. Percentage strength = (5.5 g / 40 g) X100 = 13.75% which rounds to 13.8%.,regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Which of the following is the most appropriate long-term storage temperature range for promethazine suppositories?,Freezer at -20°C to -10°C (-4°F to 14°F),"Refrigerator, at 2°C to 8°C (36°F to 46°F)",Room temperature at 15°C to 30°C (59°F to 86°F),"Warm, at 30°C to 40°C (86°F to 104°F)",,,,C,"""Room temperature at 15°C to 30°C (59°F to 86°F)"" because promethazine suppositories are typically stable at room temperature for long-term storage as per standard pharmaceutical guidelines unless otherwise specified by the manufacturer.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,A patient presents a prescription for a drug that is not compatible with his medical conditions and symptoms. This is known as a(n):,allergy.,drug interaction.,contraindication.,therapeutic duplication.,,,,C,"""contraindication"" because a contraindication refers to a situation where a drug should not be used due to incompatibility with a patient's medical conditions or symptoms posing a risk of harm.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,It would be appropriate for a pharmacy to perform a root-cause analysis (RCA) after:,receiving an incorrect product from a wholesaler.,removing recalled products from inventory.,returning expired products to the original vendor.,making an error that caused serious harm to a patient.,,,,D,"""making an error that caused serious harm to a patient"" because a root-cause analysis is a systematic process used to identify the underlying causes of significant errors or adverse events particularly those resulting in serious harm to prevent future occurrences.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Troches is an alternate name used for solid dosage forms known as:,lozenges.,suppositories.,granules.,powders.,,,,A,"""lozenges"" because troches is a term commonly used interchangeably with lozenges which are solid dosage forms designed to dissolve slowly in the mouth for local or systemic effect.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,A medication recall includes all lots that expire in January or February of 2027. Which of the following products should be pulled from inventory?,"Lot 0706124T, exp. 12/2026","Lot 0706125T, exp. 02/2027","Lot 0706126T, exp. 03/2027","Lot 0706123T, exp. 02/2028",,,,B,"""Lot 0706125T exp. 02/2027"" because the recall includes all lots expiring in January or February 2027 and this lot expires in February 2027 matching the recall criteria.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Which of the following narrow therapeutic index medications is federally classified as a controlled substance?,Carbamazepine,Tacrolimus,Phenobarbital,Argatroban,,,,C,"""Phenobarbital"" because it is a barbiturate with sedative and anticonvulsant properties classified as a Schedule IV controlled substance under federal law due to its potential for abuse and dependence. Carbamazepine and Tacrolimus are not controlled substances and Argatroban an anticoagulant is also not classified as such.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Which of the following medications is subject to a Risk Evaluation and Mitigation Strategy (REMS) program because current patients should avoid becoming pregnant?,Sertraline,Ondansetron,Montelukast,Mycophenolate,,,,D,"""Mycophenolate"" because it is an immunosuppressive drug known to cause significant birth defects requiring a REMS program to ensure patients avoid pregnancy during treatment. Sertraline Ondansetron and Montelukast do not have this specific REMS requirement related to pregnancy avoidance.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Which of the following inquiries from a patient should a pharmacy technician refer to the pharmacist?,Do I need to take this product with food?,What is the generic for Prilosec?,Is this medication available OTC?,Are these OTC products covered by my insurance?,,,,A,"""Do I need to take this product with food?"" because this involves a clinical decision about medication administration that requires a pharmacist's expertise. The other inquiries (generic name OTC availability and insurance coverage) can typically be handled by a technician with access to reference materials or policy information.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Federal law requires which of the following medications to be stored in a locked cabinet unless it is dispersed among non-controlled pharmaceuticals?,Metaxalone,Memantine,Meperidine,Mesalamine,,,,C,"""Meperidine"" because it is a Schedule II controlled substance (an opioid analgesic) under federal law requiring secure storage in a locked cabinet unless mixed with non-controlled substances. Metaxalone Memantine and Mesalamine are not controlled substances.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,If a patient requests an OTC recommendation to treat their depression the pharmacist could suggest:,sertraline.,fluoxetine.,ginger root.,St. John's wort.,,,,D,"""St. John's wort"" because it is a widely recognized over-the-counter herbal supplement with some evidence of efficacy for mild depression. Sertraline and fluoxetine are prescription antidepressants and ginger root is not indicated for depression.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Sitagliptin (Januvia) is a drug used in the treatment of:,schizophrenia.,Parkinson's disease.,type 2 diabetes.,type 1 diabetes.,,,,C,"""type 2 diabetes"" because Sitagliptin is a DPP-4 inhibitor used to manage blood sugar levels in type 2 diabetes. It is not indicated for schizophrenia Parkinson's disease or type 1 diabetes.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,According to federal law pharmacies must use controlled substance ordering to receive stock bottles of which of the following medications?,Medroxyprogesterone,Methylphenidate,Metolazone,Metaxalone,,,,B,"""Methylphenidate"" because it is a Schedule II controlled substance (used for ADHD and narcolepsy) requiring controlled substance ordering. Medroxyprogesterone Metolazone and Metaxalone are not controlled substances.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,According to OSHA Safety Data Sheets (SDSs) must include information about a chemical's:,therapeutic alternatives.,wholesaler availability.,off-label uses.,exposure controls.,,,,D,"""exposure controls"" because OSHA mandates that Safety Data Sheets include information on how to safely handle and minimize exposure to hazardous chemicals including protective measures. Therapeutic alternatives wholesaler availability and off-label uses are not required SDS components.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Diphenhydramine is the generic name for which of the following brands?,Mucinex,Dimetapp,Dramamine,Benadryl,,,,D,"""Benadryl"" because Diphenhydramine is the active ingredient in the brand-name antihistamine Benadryl. Mucinex Dimetapp and Dramamine contain different active ingredients.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Which of the following is most likely to be used as a substitute if the non-formulary drug is escitalopram?,Cabergoline,Ciprofloxacin,Sertraline,Amantadine,,,,C,"""Sertraline"" because it is another SSRI antidepressant in the same therapeutic class as escitalopram making it a likely substitute. Cabergoline (dopamine agonist) Ciprofloxacin (antibiotic) and Amantadine (antiviral/parkinsonism) are not suitable substitutes.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,What is the correct first dose in mg for a 3 year old child weighing 36 pounds if the recommended dose is 5 mg/kg/day in divided doses q8h?,27,60,82,180,,,,A,27 mg. To calculate: Convert 36 pounds to kilograms (36 / 2.2 = 16.36 kg). Recommended dose is 5 mg/kg/day so total daily dose = 5 X16.36 = 81.8 mg. Divided into 3 doses q8h each dose = 81.8 / 3 â‰ˆ 27.3 mg which rounds to 27 mg as the first dose.,regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Which of the following medications should be avoided by patients who are allergic to fluoroquinolones?,Azithromycin,Amoxicillin/clavulanate,Trimethoprim/sulfamethoxazole,Ciprofloxacin,,,,D,"""Ciprofloxacin"" because it is a fluoroquinolone antibiotic and patients allergic to this class should avoid it to prevent allergic reactions. Azithromycin Amoxicillin/clavulanate and Trimethoprim/sulfamethoxazole belong to different drug classes and are not contraindicated in fluoroquinolone allergies.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,According to the Institute for Safe Medication Practices (ISMP) which of the following medications is considered a high-alert/high-risk medication?,Acetaminophen extra strength caplets,Furosemide oral tablets,Ceftriaxone sodium for injection,Potassium chloride IV concentrate,,,,D,"""Potassium chloride IV concentrate"" because it is recognized by ISMP as a high-alert medication due to its potential to cause severe harm or death if administered incorrectly especially in concentrated IV form. The other options are not typically classified as high-alert.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Which of the following statements is true regarding the use of gloves in healthcare settings?,Gloves should be washed between tasks and reused,The integrity of latex gloves is not affected by hand lotion,Wearing gloves does not replace the need for hand hygiene,Gloves provide complete protection against hand contamination,,,,C,"""Wearing gloves does not replace the need for hand hygiene"" because gloves reduce but do not eliminate the need for hand washing which is essential to prevent contamination. Washing gloves using lotion with latex and complete protection are incorrect.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,If a drug dose is 50 mcg how many doses are contained in 0.01 g?,2,20,200,2000,,,,C,200. Convert 0.01 g to mcg (0.01 g = 10 000 mcg). Divide by the dose (10 000 / 50 = 200) so there are 200 doses in 0.01 g.,regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,On which of the following websites can the pharmacy technician find the Enforcement Report regarding drug recall information?,DEA,EPA,ASHP,FDA,,,,D,"""FDA"" because the U.S. Food and Drug Administration publishes the Enforcement Report which details drug recalls on its website. DEA EPA and ASHP do not provide this specific information.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,A pharmacy technician is compounding with a toxic substance some of which splashes onto their skin. The most appropriate next step for the technician to take is to:,flush the affected area with large volumes of cold water.,rinse the affected area with hydrogen peroxide.,wash the affected area with normal saline.,wrap the affected area with a clean towel.,,,,A,"""flush the affected area with large volumes of cold water"" because immediate flushing with water is the standard first step to remove toxic substances from the skin and minimize absorption. Hydrogen peroxide saline and wrapping are not appropriate initial responses.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,Which of the following pamphlets would be most appropriate for a patient taking atenolol?,Assessing Your Blood Pressure,Managing Blood Sugar,Surviving Chemotherapy,Using a Metered-Dose Inhaler,,,,A,"""Assessing Your Blood Pressure"" because atenolol is a beta-blocker used to treat hypertension making blood pressure monitoring relevant. The other topics are unrelated to atenolol's use.",regular,,,,
"Pharmacy Technician
",Certification Exam Pharmacy Technician,,The third set of numbers in a National Drug Code (NDC) number represents the:,drug product.,package size.,manufacturer.,drug cost.,,,,B,"""package size"" because the NDC number's structure includes the labeler code (first set) product code (second set) and package size code (third set) to identify the specific packaging of the drug.",regular,,,,
